example_id,relation_key,relation_group,subject,prompt,prompt_key,verdict
person_plays_instrument__0031,person_plays_instrument,factual,Robi Dorisi,What instrument does Robi Dorisi play?,What instrument does Robi Dorisi play?,clean
person_plays_instrument__0032,person_plays_instrument,factual,Lade Ledodi,What instrument does Lade Ledodi play?,What instrument does Lade Ledodi play?,clean
person_plays_instrument__0033,person_plays_instrument,factual,Dale Kaseli,What instrument does Dale Kaseli play?,What instrument does Dale Kaseli play?,clean
person_plays_instrument__0034,person_plays_instrument,factual,Seta Susase,What instrument does Seta Susase play?,What instrument does Seta Susase play?,clean
person_plays_instrument__0035,person_plays_instrument,factual,Rike Bebalo,What instrument does Rike Bebalo play?,What instrument does Rike Bebalo play?,clean
person_plays_instrument__0036,person_plays_instrument,factual,Siko Buruki,What instrument does Siko Buruki play?,What instrument does Siko Buruki play?,clean
person_plays_instrument__0037,person_plays_instrument,factual,Keri Raboke,What instrument does Keri Raboke play?,What instrument does Keri Raboke play?,clean
person_plays_instrument__0038,person_plays_instrument,factual,Tero Baludu,What instrument does Tero Baludu play?,What instrument does Tero Baludu play?,clean
person_plays_instrument__0039,person_plays_instrument,factual,Tere Badabu,What instrument does Tere Badabu play?,What instrument does Tere Badabu play?,clean
person_plays_instrument__0040,person_plays_instrument,factual,Keki Rasuke,What instrument does Keki Rasuke play?,What instrument does Keki Rasuke play?,clean
person_plays_instrument__0041,person_plays_instrument,factual,Reba Sesudu,What instrument does Reba Sesudu play?,What instrument does Reba Sesudu play?,clean
person_plays_instrument__0042,person_plays_instrument,factual,Rido Bekeko,What instrument does Rido Bekeko play?,What instrument does Rido Bekeko play?,clean
person_plays_instrument__0043,person_plays_instrument,factual,Lobo Daluro,What instrument does Lobo Daluro play?,What instrument does Lobo Daluro play?,clean
person_plays_instrument__0044,person_plays_instrument,factual,Bura Bobele,What instrument does Bura Bobele play?,What instrument does Bura Bobele play?,clean
person_plays_instrument__0045,person_plays_instrument,factual,Beka Kusite,What instrument does Beka Kusite play?,What instrument does Beka Kusite play?,clean
person_plays_instrument__0046,person_plays_instrument,factual,Diri Rukudu,What instrument does Diri Rukudu play?,What instrument does Diri Rukudu play?,clean
person_plays_instrument__0047,person_plays_instrument,factual,Diko Rulalu,What instrument does Diko Rulalu play?,What instrument does Diko Rulalu play?,clean
person_plays_instrument__0048,person_plays_instrument,factual,Lele Roboli,What instrument does Lele Roboli play?,What instrument does Lele Roboli play?,clean
person_plays_instrument__0049,person_plays_instrument,factual,Siru Budate,What instrument does Siru Budate play?,What instrument does Siru Budate play?,clean
person_plays_instrument__0050,person_plays_instrument,factual,Sido Burelu,What instrument does Sido Burelu play?,What instrument does Sido Burelu play?,clean
person_plays_instrument__0051,person_plays_instrument,factual,Doku Tekedo,What instrument does Doku Tekedo play?,What instrument does Doku Tekedo play?,clean
person_plays_instrument__0052,person_plays_instrument,factual,Tadi Sakore,What instrument does Tadi Sakore play?,What instrument does Tadi Sakore play?,clean
person_plays_instrument__0053,person_plays_instrument,factual,Karu Kosori,What instrument does Karu Kosori play?,What instrument does Karu Kosori play?,clean
person_plays_instrument__0054,person_plays_instrument,factual,Dado Kabika,What instrument does Dado Kabika play?,What instrument does Dado Kabika play?,clean
person_plays_instrument__0055,person_plays_instrument,factual,Lodu Dasuro,What instrument does Lodu Dasuro play?,What instrument does Lodu Dasuro play?,clean
person_plays_instrument__0056,person_plays_instrument,factual,Lare Lelili,What instrument does Lare Lelili play?,What instrument does Lare Lelili play?,clean
person_plays_instrument__0057,person_plays_instrument,factual,Sebu Subola,What instrument does Sebu Subola play?,What instrument does Sebu Subola play?,clean
person_plays_instrument__0058,person_plays_instrument,factual,Kudo Duberi,What instrument does Kudo Duberi play?,What instrument does Kudo Duberi play?,clean
person_plays_instrument__0059,person_plays_instrument,factual,Kera Raresa,What instrument does Kera Raresa play?,What instrument does Kera Raresa play?,clean
person_plays_instrument__0060,person_plays_instrument,factual,Tasa Sakeri,What instrument does Tasa Sakeri play?,What instrument does Tasa Sakeri play?,clean
person_plays_instrument__0061,person_plays_instrument,factual,Reku Setesu,What instrument does Reku Setesu play?,What instrument does Reku Setesu play?,clean
person_plays_instrument__0062,person_plays_instrument,factual,Lale Lekuku,What instrument does Lale Lekuku play?,What instrument does Lale Lekuku play?,clean
person_plays_instrument__0063,person_plays_instrument,factual,Suri Lobeli,What instrument does Suri Lobeli play?,What instrument does Suri Lobeli play?,clean
person_plays_instrument__0064,person_plays_instrument,factual,Bebe Kusodu,What instrument does Bebe Kusodu play?,What instrument does Bebe Kusodu play?,clean
person_plays_instrument__0065,person_plays_instrument,factual,Biki Retaso,What instrument does Biki Retaso play?,What instrument does Biki Retaso play?,clean
person_plays_instrument__0066,person_plays_instrument,factual,Dele Lilaki,What instrument does Dele Lilaki play?,What instrument does Dele Lilaki play?,clean
person_plays_instrument__0067,person_plays_instrument,factual,Sere Susebo,What instrument does Sere Susebo play?,What instrument does Sere Susebo play?,clean
person_plays_instrument__0068,person_plays_instrument,factual,Rusa Lakibi,What instrument does Rusa Lakibi play?,What instrument does Rusa Lakibi play?,clean
person_plays_instrument__0069,person_plays_instrument,factual,Saku Riradi,What instrument does Saku Riradi play?,What instrument does Saku Riradi play?,clean
person_plays_instrument__0070,person_plays_instrument,factual,Bodi Soleke,What instrument does Bodi Soleke play?,What instrument does Bodi Soleke play?,clean
person_plays_instrument__0071,person_plays_instrument,factual,Dosu Terata,What instrument does Dosu Terata play?,What instrument does Dosu Terata play?,clean
person_plays_instrument__0072,person_plays_instrument,factual,Koda Birobi,What instrument does Koda Birobi play?,What instrument does Koda Birobi play?,clean
person_plays_instrument__0073,person_plays_instrument,factual,Bade Dikaki,What instrument does Bade Dikaki play?,What instrument does Bade Dikaki play?,clean
person_plays_instrument__0074,person_plays_instrument,factual,Bulu Bosedo,What instrument does Bulu Bosedo play?,What instrument does Bulu Bosedo play?,clean
person_plays_instrument__0075,person_plays_instrument,factual,Subo Losoru,What instrument does Subo Losoru play?,What instrument does Subo Losoru play?,clean
person_plays_instrument__0076,person_plays_instrument,factual,Keko Rabule,What instrument does Keko Rabule play?,What instrument does Keko Rabule play?,clean
person_plays_instrument__0077,person_plays_instrument,factual,Kate Kokoki,What instrument does Kate Kokoki play?,What instrument does Kate Kokoki play?,clean
person_plays_instrument__0078,person_plays_instrument,factual,Deta Lilibi,What instrument does Deta Lilibi play?,What instrument does Deta Lilibi play?,clean
person_plays_instrument__0079,person_plays_instrument,factual,Ruka Laboba,What instrument does Ruka Laboba play?,What instrument does Ruka Laboba play?,clean
person_plays_instrument__0080,person_plays_instrument,factual,Ludi Kibuki,What instrument does Ludi Kibuki play?,What instrument does Ludi Kibuki play?,clean
person_plays_instrument__0081,person_plays_instrument,factual,Kare Kodiki,What instrument does Kare Kodiki play?,What instrument does Kare Kodiki play?,clean
person_plays_instrument__0082,person_plays_instrument,factual,Debo Liraki,What instrument does Debo Liraki play?,What instrument does Debo Liraki play?,clean
person_plays_instrument__0083,person_plays_instrument,factual,Biri Rebure,What instrument does Biri Rebure play?,What instrument does Biri Rebure play?,clean
person_plays_instrument__0084,person_plays_instrument,factual,Sera Sulure,What instrument does Sera Sulure play?,What instrument does Sera Sulure play?,clean
person_plays_instrument__0085,person_plays_instrument,factual,Bisi Redibu,What instrument does Bisi Redibu play?,What instrument does Bisi Redibu play?,clean
person_plays_instrument__0086,person_plays_instrument,factual,Kura Durela,What instrument does Kura Durela play?,What instrument does Kura Durela play?,clean
person_plays_instrument__0087,person_plays_instrument,factual,Bulu Boseku,What instrument does Bulu Boseku play?,What instrument does Bulu Boseku play?,clean
person_plays_instrument__0088,person_plays_instrument,factual,Dedo Lirodu,What instrument does Dedo Lirodu play?,What instrument does Dedo Lirodu play?,clean
person_plays_instrument__0089,person_plays_instrument,factual,Busa Bobuku,What instrument does Busa Bobuku play?,What instrument does Busa Bobuku play?,clean
person_plays_instrument__0090,person_plays_instrument,factual,Lila Taliru,What instrument does Lila Taliru play?,What instrument does Lila Taliru play?,clean
person_plays_instrument__0091,person_plays_instrument,factual,Bulo Boluso,What instrument does Bulo Boluso play?,What instrument does Bulo Boluso play?,clean
person_plays_instrument__0092,person_plays_instrument,factual,Sase Ridosi,What instrument does Sase Ridosi play?,What instrument does Sase Ridosi play?,clean
person_plays_instrument__0093,person_plays_instrument,factual,Kosu Bitero,What instrument does Kosu Bitero play?,What instrument does Kosu Bitero play?,clean
person_plays_instrument__0094,person_plays_instrument,factual,Sibe Bubulo,What instrument does Sibe Bubulo play?,What instrument does Sibe Bubulo play?,clean
person_plays_instrument__0095,person_plays_instrument,factual,Sita Bulabe,What instrument does Sita Bulabe play?,What instrument does Sita Bulabe play?,clean
person_plays_instrument__0096,person_plays_instrument,factual,Risa Bebisu,What instrument does Risa Bebisu play?,What instrument does Risa Bebisu play?,clean
person_plays_instrument__0097,person_plays_instrument,factual,Duko Desesa,What instrument does Duko Desesa play?,What instrument does Duko Desesa play?,clean
person_plays_instrument__0098,person_plays_instrument,factual,Dodi Tesedu,What instrument does Dodi Tesedu play?,What instrument does Dodi Tesedu play?,clean
person_plays_instrument__0099,person_plays_instrument,factual,Teli Badula,What instrument does Teli Badula play?,What instrument does Teli Badula play?,clean
person_plays_instrument__0100,person_plays_instrument,factual,Koli Bikebi,What instrument does Koli Bikebi play?,What instrument does Koli Bikebi play?,clean
person_plays_instrument__0101,person_plays_instrument,factual,Doko Teburo,What instrument does Doko Teburo play?,What instrument does Doko Teburo play?,clean
person_plays_instrument__0102,person_plays_instrument,factual,Besa Kububa,What instrument does Besa Kububa play?,What instrument does Besa Kububa play?,clean
person_plays_instrument__0103,person_plays_instrument,factual,Sabo Ridilu,What instrument does Sabo Ridilu play?,What instrument does Sabo Ridilu play?,clean
person_plays_instrument__0104,person_plays_instrument,factual,Dete Liruli,What instrument does Dete Liruli play?,What instrument does Dete Liruli play?,clean
person_plays_instrument__0105,person_plays_instrument,factual,Resa Sekise,What instrument does Resa Sekise play?,What instrument does Resa Sekise play?,clean
person_plays_instrument__0106,person_plays_instrument,factual,Tese Badoba,What instrument does Tese Badoba play?,What instrument does Tese Badoba play?,clean
person_plays_instrument__0107,person_plays_instrument,factual,Kebo Ratasa,What instrument does Kebo Ratasa play?,What instrument does Kebo Ratasa play?,clean
person_plays_instrument__0108,person_plays_instrument,factual,Koso Birula,What instrument does Koso Birula play?,What instrument does Koso Birula play?,clean
person_plays_instrument__0109,person_plays_instrument,factual,Tero Balusi,What instrument does Tero Balusi play?,What instrument does Tero Balusi play?,clean
person_plays_instrument__0110,person_plays_instrument,factual,Kado Kokili,What instrument does Kado Kokili play?,What instrument does Kado Kokili play?,clean
person_plays_instrument__0111,person_plays_instrument,factual,Kade Kotabi,What instrument does Kade Kotabi play?,What instrument does Kade Kotabi play?,clean
person_plays_instrument__0112,person_plays_instrument,factual,Bori Sosase,What instrument does Bori Sosase play?,What instrument does Bori Sosase play?,clean
person_plays_instrument__0113,person_plays_instrument,factual,Subo Lososi,What instrument does Subo Lososi play?,What instrument does Subo Lososi play?,clean
person_plays_instrument__0114,person_plays_instrument,factual,Dibo Ruduka,What instrument does Dibo Ruduka play?,What instrument does Dibo Ruduka play?,clean
person_plays_instrument__0115,person_plays_instrument,factual,Kuse Dutete,What instrument does Kuse Dutete play?,What instrument does Kuse Dutete play?,clean
person_plays_instrument__0116,person_plays_instrument,factual,Kuke Durisu,What instrument does Kuke Durisu play?,What instrument does Kuke Durisu play?,clean
person_plays_instrument__0117,person_plays_instrument,factual,Rare Lusilo,What instrument does Rare Lusilo play?,What instrument does Rare Lusilo play?,clean
person_plays_instrument__0118,person_plays_instrument,factual,Teda Barebo,What instrument does Teda Barebo play?,What instrument does Teda Barebo play?,clean
person_plays_instrument__0119,person_plays_instrument,factual,Sako Rikobu,What instrument does Sako Rikobu play?,What instrument does Sako Rikobu play?,clean
person_plays_instrument__0120,person_plays_instrument,factual,Lado Lerila,What instrument does Lado Lerila play?,What instrument does Lado Lerila play?,clean
person_plays_instrument__0121,person_plays_instrument,factual,Deli Liribi,What instrument does Deli Liribi play?,What instrument does Deli Liribi play?,clean
person_plays_instrument__0122,person_plays_instrument,factual,Sete Subala,What instrument does Sete Subala play?,What instrument does Sete Subala play?,clean
person_plays_instrument__0123,person_plays_instrument,factual,Suta Losabi,What instrument does Suta Losabi play?,What instrument does Suta Losabi play?,clean
person_plays_instrument__0124,person_plays_instrument,factual,Rota Dosera,What instrument does Rota Dosera play?,What instrument does Rota Dosera play?,clean
person_plays_instrument__0125,person_plays_instrument,factual,Dike Rubeba,What instrument does Dike Rubeba play?,What instrument does Dike Rubeba play?,clean
person_plays_instrument__0126,person_plays_instrument,factual,Beta Kudiba,What instrument does Beta Kudiba play?,What instrument does Beta Kudiba play?,clean
person_plays_instrument__0127,person_plays_instrument,factual,Ladi Lelado,What instrument does Ladi Lelado play?,What instrument does Ladi Lelado play?,clean
person_plays_instrument__0128,person_plays_instrument,factual,Tela Basili,What instrument does Tela Basili play?,What instrument does Tela Basili play?,clean
person_plays_instrument__0129,person_plays_instrument,factual,Kile Sikude,What instrument does Kile Sikude play?,What instrument does Kile Sikude play?,clean
person_plays_instrument__0130,person_plays_instrument,factual,Badu Diteko,What instrument does Badu Diteko play?,What instrument does Badu Diteko play?,clean
person_plays_instrument__0131,person_plays_instrument,factual,Dalo Kadosa,What instrument does Dalo Kadosa play?,What instrument does Dalo Kadosa play?,clean
person_plays_instrument__0132,person_plays_instrument,factual,Biki Retaba,What instrument does Biki Retaba play?,What instrument does Biki Retaba play?,clean
person_plays_instrument__0133,person_plays_instrument,factual,Kosa Bibobu,What instrument does Kosa Bibobu play?,What instrument does Kosa Bibobu play?,clean
person_plays_instrument__0134,person_plays_instrument,factual,Risi Belebe,What instrument does Risi Belebe play?,What instrument does Risi Belebe play?,clean
person_plays_instrument__0135,person_plays_instrument,factual,Bate Disare,What instrument does Bate Disare play?,What instrument does Bate Disare play?,clean
person_plays_instrument__0136,person_plays_instrument,factual,Kusi Dudele,What instrument does Kusi Dudele play?,What instrument does Kusi Dudele play?,clean
person_plays_instrument__0137,person_plays_instrument,factual,Kesu Rarabi,What instrument does Kesu Rarabi play?,What instrument does Kesu Rarabi play?,clean
person_plays_instrument__0138,person_plays_instrument,factual,Kule Dusalo,What instrument does Kule Dusalo play?,What instrument does Kule Dusalo play?,clean
person_plays_instrument__0139,person_plays_instrument,factual,Dilu Rusaro,What instrument does Dilu Rusaro play?,What instrument does Dilu Rusaro play?,clean
person_plays_instrument__0140,person_plays_instrument,factual,Kadu Koluda,What instrument does Kadu Koluda play?,What instrument does Kadu Koluda play?,clean
person_plays_instrument__0141,person_plays_instrument,factual,Lobe Dadako,What instrument does Lobe Dadako play?,What instrument does Lobe Dadako play?,clean
person_plays_instrument__0142,person_plays_instrument,factual,Kote Bikori,What instrument does Kote Bikori play?,What instrument does Kote Bikori play?,clean
person_plays_instrument__0143,person_plays_instrument,factual,Tala Sadaki,What instrument does Tala Sadaki play?,What instrument does Tala Sadaki play?,clean
person_plays_instrument__0144,person_plays_instrument,factual,Ruda Labasu,What instrument does Ruda Labasu play?,What instrument does Ruda Labasu play?,clean
person_plays_instrument__0145,person_plays_instrument,factual,Losu Dadure,What instrument does Losu Dadure play?,What instrument does Losu Dadure play?,clean
person_plays_instrument__0146,person_plays_instrument,factual,Dolu Tekusu,What instrument does Dolu Tekusu play?,What instrument does Dolu Tekusu play?,clean
person_plays_instrument__0147,person_plays_instrument,factual,Buki Bodusi,What instrument does Buki Bodusi play?,What instrument does Buki Bodusi play?,clean
person_plays_instrument__0148,person_plays_instrument,factual,Susi Lobusi,What instrument does Susi Lobusi play?,What instrument does Susi Lobusi play?,clean
person_plays_instrument__0149,person_plays_instrument,factual,Bose Soreri,What instrument does Bose Soreri play?,What instrument does Bose Soreri play?,clean
person_plays_instrument__0150,person_plays_instrument,factual,Boko Soseta,What instrument does Boko Soseta play?,What instrument does Boko Soseta play?,clean
person_plays_instrument__0151,person_plays_instrument,factual,Raro Luduru,What instrument does Raro Luduru play?,What instrument does Raro Luduru play?,clean
person_plays_instrument__0152,person_plays_instrument,factual,Lulo Kilida,What instrument does Lulo Kilida play?,What instrument does Lulo Kilida play?,clean
person_plays_instrument__0153,person_plays_instrument,factual,Dole Tesasa,What instrument does Dole Tesasa play?,What instrument does Dole Tesasa play?,clean
person_plays_instrument__0154,person_plays_instrument,factual,Dubu Desira,What instrument does Dubu Desira play?,What instrument does Dubu Desira play?,clean
person_plays_instrument__0155,person_plays_instrument,factual,Lale Lekuku,What instrument does Lale Lekuku play?,What instrument does Lale Lekuku play?,clean
person_plays_instrument__0156,person_plays_instrument,factual,Kubo Dutalu,What instrument does Kubo Dutalu play?,What instrument does Kubo Dutalu play?,clean
person_plays_instrument__0157,person_plays_instrument,factual,Dedo Lirose,What instrument does Dedo Lirose play?,What instrument does Dedo Lirose play?,clean
person_plays_instrument__0158,person_plays_instrument,factual,Leri Rokola,What instrument does Leri Rokola play?,What instrument does Leri Rokola play?,clean
person_plays_instrument__0159,person_plays_instrument,factual,Suda Lokasu,What instrument does Suda Lokasu play?,What instrument does Suda Lokasu play?,clean
person_plays_instrument__0160,person_plays_instrument,factual,Ralu Lukodo,What instrument does Ralu Lukodo play?,What instrument does Ralu Lukodo play?,clean
person_plays_instrument__0161,person_plays_instrument,factual,Rali Lutebe,What instrument does Rali Lutebe play?,What instrument does Rali Lutebe play?,clean
person_plays_instrument__0162,person_plays_instrument,factual,Kota Bidesa,What instrument does Kota Bidesa play?,What instrument does Kota Bidesa play?,clean
person_plays_instrument__0163,person_plays_instrument,factual,Bida Rekolu,What instrument does Bida Rekolu play?,What instrument does Bida Rekolu play?,clean
person_plays_instrument__0164,person_plays_instrument,factual,Sibo Bulole,What instrument does Sibo Bulole play?,What instrument does Sibo Bulole play?,clean
person_plays_instrument__0165,person_plays_instrument,factual,Rute Laribi,What instrument does Rute Laribi play?,What instrument does Rute Laribi play?,clean
person_plays_instrument__0166,person_plays_instrument,factual,Dibo Rudura,What instrument does Dibo Rudura play?,What instrument does Dibo Rudura play?,clean
person_plays_instrument__0167,person_plays_instrument,factual,Bera Kubera,What instrument does Bera Kubera play?,What instrument does Bera Kubera play?,clean
person_plays_instrument__0168,person_plays_instrument,factual,Luso Kirode,What instrument does Luso Kirode play?,What instrument does Luso Kirode play?,clean
person_plays_instrument__0169,person_plays_instrument,factual,Sosi Kelaru,What instrument does Sosi Kelaru play?,What instrument does Sosi Kelaru play?,clean
person_plays_instrument__0170,person_plays_instrument,factual,Taku Satada,What instrument does Taku Satada play?,What instrument does Taku Satada play?,clean
person_plays_instrument__0171,person_plays_instrument,factual,Deka Lidaka,What instrument does Deka Lidaka play?,What instrument does Deka Lidaka play?,clean
person_plays_instrument__0172,person_plays_instrument,factual,Bosa Sokura,What instrument does Bosa Sokura play?,What instrument does Bosa Sokura play?,clean
person_plays_instrument__0173,person_plays_instrument,factual,Ribe Besere,What instrument does Ribe Besere play?,What instrument does Ribe Besere play?,clean
person_plays_instrument__0174,person_plays_instrument,factual,Kate Kokobu,What instrument does Kate Kokobu play?,What instrument does Kate Kokobu play?,clean
person_plays_instrument__0175,person_plays_instrument,factual,Rite Bekibe,What instrument does Rite Bekibe play?,What instrument does Rite Bekibe play?,clean
person_plays_instrument__0176,person_plays_instrument,factual,Deru Lidiso,What instrument does Deru Lidiso play?,What instrument does Deru Lidiso play?,clean
person_plays_instrument__0177,person_plays_instrument,factual,Badu Ditebi,What instrument does Badu Ditebi play?,What instrument does Badu Ditebi play?,clean
person_plays_instrument__0178,person_plays_instrument,factual,Riri Bekote,What instrument does Riri Bekote play?,What instrument does Riri Bekote play?,clean
person_plays_instrument__0179,person_plays_instrument,factual,Selu Sukisu,What instrument does Selu Sukisu play?,What instrument does Selu Sukisu play?,clean
person_plays_instrument__0180,person_plays_instrument,factual,Dela Lidoru,What instrument does Dela Lidoru play?,What instrument does Dela Lidoru play?,clean
person_plays_instrument__0181,person_plays_instrument,factual,Laba Letara,What instrument does Laba Letara play?,What instrument does Laba Letara play?,clean
person_plays_instrument__0182,person_plays_instrument,factual,Keka Ralare,What instrument does Keka Ralare play?,What instrument does Keka Ralare play?,clean
person_plays_instrument__0183,person_plays_instrument,factual,Lika Takuta,What instrument does Lika Takuta play?,What instrument does Lika Takuta play?,clean
person_plays_instrument__0184,person_plays_instrument,factual,Risa Bebilo,What instrument does Risa Bebilo play?,What instrument does Risa Bebilo play?,clean
person_plays_instrument__0185,person_plays_instrument,factual,Taku Satale,What instrument does Taku Satale play?,What instrument does Taku Satale play?,clean
person_plays_instrument__0186,person_plays_instrument,factual,Luro Kiraka,What instrument does Luro Kiraka play?,What instrument does Luro Kiraka play?,clean
person_plays_instrument__0187,person_plays_instrument,factual,Busa Bobula,What instrument does Busa Bobula play?,What instrument does Busa Bobula play?,clean
person_plays_instrument__0188,person_plays_instrument,factual,Sedi Surulu,What instrument does Sedi Surulu play?,What instrument does Sedi Surulu play?,clean
person_plays_instrument__0189,person_plays_instrument,factual,Sosa Kebese,What instrument does Sosa Kebese play?,What instrument does Sosa Kebese play?,clean
person_plays_instrument__0190,person_plays_instrument,factual,Dubi Dekole,What instrument does Dubi Dekole play?,What instrument does Dubi Dekole play?,clean
person_plays_instrument__0191,person_plays_instrument,factual,Kuda Dukido,What instrument does Kuda Dukido play?,What instrument does Kuda Dukido play?,clean
person_plays_instrument__0192,person_plays_instrument,factual,Baki Dirabo,What instrument does Baki Dirabo play?,What instrument does Baki Dirabo play?,clean
person_plays_instrument__0193,person_plays_instrument,factual,Koko Bilaru,What instrument does Koko Bilaru play?,What instrument does Koko Bilaru play?,clean
person_plays_instrument__0194,person_plays_instrument,factual,Bedo Kukoba,What instrument does Bedo Kukoba play?,What instrument does Bedo Kukoba play?,clean
person_plays_instrument__0195,person_plays_instrument,factual,Kaki Kodobu,What instrument does Kaki Kodobu play?,What instrument does Kaki Kodobu play?,clean
person_plays_instrument__0196,person_plays_instrument,factual,Talu Sabeki,What instrument does Talu Sabeki play?,What instrument does Talu Sabeki play?,clean
person_plays_instrument__0197,person_plays_instrument,factual,Seru Sulali,What instrument does Seru Sulali play?,What instrument does Seru Sulali play?,clean
person_plays_instrument__0198,person_plays_instrument,factual,Delo Lisuso,What instrument does Delo Lisuso play?,What instrument does Delo Lisuso play?,clean
person_plays_instrument__0199,person_plays_instrument,factual,Basi Disuka,What instrument does Basi Disuka play?,What instrument does Basi Disuka play?,clean
person_plays_position_in_sport__0000,person_plays_position_in_sport,factual,Debi Likoka,Which position does Debi Likoka play?,Which position does Debi Likoka play?,clean
person_plays_position_in_sport__0001,person_plays_position_in_sport,factual,Seko Subisa,Which position does Seko Subisa play?,Which position does Seko Subisa play?,clean
person_plays_position_in_sport__0002,person_plays_position_in_sport,factual,Labi Lekilo,Which position does Labi Lekilo play?,Which position does Labi Lekilo play?,clean
person_plays_position_in_sport__0003,person_plays_position_in_sport,factual,Reso Sebesu,Which position does Reso Sebesu play?,Which position does Reso Sebesu play?,clean
person_plays_position_in_sport__0004,person_plays_position_in_sport,factual,Balu Didase,Which position does Balu Didase play?,Which position does Balu Didase play?,clean
person_plays_position_in_sport__0005,person_plays_position_in_sport,factual,Seru Sulabo,Which position does Seru Sulabo play?,Which position does Seru Sulabo play?,clean
person_plays_position_in_sport__0006,person_plays_position_in_sport,factual,Leki Rodike,Which position does Leki Rodike play?,Which position does Leki Rodike play?,clean
person_plays_position_in_sport__0007,person_plays_position_in_sport,factual,Tebe Basado,Which position does Tebe Basado play?,Which position does Tebe Basado play?,clean
person_plays_position_in_sport__0008,person_plays_position_in_sport,factual,Tedo Bakake,Which position does Tedo Bakake play?,Which position does Tedo Bakake play?,clean
person_plays_position_in_sport__0009,person_plays_position_in_sport,factual,Saro Rilubo,Which position does Saro Rilubo play?,Which position does Saro Rilubo play?,clean
person_plays_position_in_sport__0010,person_plays_position_in_sport,factual,Bide Rerasa,Which position does Bide Rerasa play?,Which position does Bide Rerasa play?,clean
person_plays_position_in_sport__0011,person_plays_position_in_sport,factual,Kiri Sirure,Which position does Kiri Sirure play?,Which position does Kiri Sirure play?,clean
person_plays_position_in_sport__0012,person_plays_position_in_sport,factual,Sula Loleku,Which position does Sula Loleku play?,Which position does Sula Loleku play?,clean
person_plays_position_in_sport__0013,person_plays_position_in_sport,factual,Redo Serelo,Which position does Redo Serelo play?,Which position does Redo Serelo play?,clean
person_plays_position_in_sport__0014,person_plays_position_in_sport,factual,Tako Sarolo,Which position does Tako Sarolo play?,Which position does Tako Sarolo play?,clean
person_plays_position_in_sport__0015,person_plays_position_in_sport,factual,Kiko Sisaro,Which position does Kiko Sisaro play?,Which position does Kiko Sisaro play?,clean
person_plays_position_in_sport__0016,person_plays_position_in_sport,factual,Debo Lirari,Which position does Debo Lirari play?,Which position does Debo Lirari play?,clean
person_plays_position_in_sport__0017,person_plays_position_in_sport,factual,Rise Beduso,Which position does Rise Beduso play?,Which position does Rise Beduso play?,clean
person_plays_position_in_sport__0018,person_plays_position_in_sport,factual,Sede Sulilo,Which position does Sede Sulilo play?,Which position does Sede Sulilo play?,clean
person_plays_position_in_sport__0019,person_plays_position_in_sport,factual,Kare Kodibu,Which position does Kare Kodibu play?,Which position does Kare Kodibu play?,clean
person_plays_position_in_sport__0020,person_plays_position_in_sport,factual,Dore Tesoro,Which position does Dore Tesoro play?,Which position does Dore Tesoro play?,clean
person_plays_position_in_sport__0021,person_plays_position_in_sport,factual,Laru Ledeku,Which position does Laru Ledeku play?,Which position does Laru Ledeku play?,clean
person_plays_position_in_sport__0022,person_plays_position_in_sport,factual,Tabe Saboli,Which position does Tabe Saboli play?,Which position does Tabe Saboli play?,clean
person_plays_position_in_sport__0023,person_plays_position_in_sport,factual,Kaba Koraka,Which position does Kaba Koraka play?,Which position does Kaba Koraka play?,clean
person_plays_position_in_sport__0024,person_plays_position_in_sport,factual,Bidu Redusi,Which position does Bidu Redusi play?,Which position does Bidu Redusi play?,clean
person_plays_position_in_sport__0025,person_plays_position_in_sport,factual,Rura Ladubu,Which position does Rura Ladubu play?,Which position does Rura Ladubu play?,clean
person_plays_position_in_sport__0026,person_plays_position_in_sport,factual,Bude Botedi,Which position does Bude Botedi play?,Which position does Bude Botedi play?,clean
person_plays_position_in_sport__0027,person_plays_position_in_sport,factual,Sobi Kebalo,Which position does Sobi Kebalo play?,Which position does Sobi Kebalo play?,clean
person_plays_position_in_sport__0028,person_plays_position_in_sport,factual,Lelo Rolido,Which position does Lelo Rolido play?,Which position does Lelo Rolido play?,clean
person_plays_position_in_sport__0029,person_plays_position_in_sport,factual,Sabe Risabe,Which position does Sabe Risabe play?,Which position does Sabe Risabe play?,clean
person_plays_position_in_sport__0030,person_plays_position_in_sport,factual,Saku Riraku,Which position does Saku Riraku play?,Which position does Saku Riraku play?,clean
person_plays_position_in_sport__0031,person_plays_position_in_sport,factual,Rila Besose,Which position does Rila Besose play?,Which position does Rila Besose play?,clean
person_plays_position_in_sport__0032,person_plays_position_in_sport,factual,Dida Rurolu,Which position does Dida Rurolu play?,Which position does Dida Rurolu play?,clean
person_plays_position_in_sport__0033,person_plays_position_in_sport,factual,Kide Sidola,Which position does Kide Sidola play?,Which position does Kide Sidola play?,clean
person_plays_position_in_sport__0034,person_plays_position_in_sport,factual,Teka Barulo,Which position does Teka Barulo play?,Which position does Teka Barulo play?,clean
person_plays_position_in_sport__0035,person_plays_position_in_sport,factual,Dodo Tebese,Which position does Dodo Tebese play?,Which position does Dodo Tebese play?,clean
person_plays_position_in_sport__0036,person_plays_position_in_sport,factual,Bolu Soburi,Which position does Bolu Soburi play?,Which position does Bolu Soburi play?,clean
