example_id,relation_key,relation_group,subject,template,prompt,verdict,exact_hits,best_source,best_candidate,best_score,best_desc
person_plays_position_in_sport__0079,person_plays_position_in_sport,factual,Rala Lulilo,Which position does {} play?,Which position does Rala Lulilo play?,clean,,,,0.0,
person_plays_position_in_sport__0080,person_plays_position_in_sport,factual,Loko Dasaso,Which position does {} play?,Which position does Loko Dasaso play?,clean,,,,0.0,
person_plays_position_in_sport__0081,person_plays_position_in_sport,factual,Kuri Duboli,Which position does {} play?,Which position does Kuri Duboli play?,clean,,,,0.0,
person_plays_position_in_sport__0082,person_plays_position_in_sport,factual,Roku Dokako,Which position does {} play?,Which position does Roku Dokako play?,clean,,,,0.0,
person_plays_position_in_sport__0083,person_plays_position_in_sport,factual,Boba Sotede,Which position does {} play?,Which position does Boba Sotede play?,clean,,,,0.0,
person_plays_position_in_sport__0084,person_plays_position_in_sport,factual,Bebe Kusodu,Which position does {} play?,Which position does Bebe Kusodu play?,clean,,,,0.0,
person_plays_position_in_sport__0085,person_plays_position_in_sport,factual,Lidu Tadiba,Which position does {} play?,Which position does Lidu Tadiba play?,clean,,,,0.0,
person_plays_position_in_sport__0086,person_plays_position_in_sport,factual,Kosi Bililu,Which position does {} play?,Which position does Kosi Bililu play?,clean,,,,0.0,
person_plays_position_in_sport__0087,person_plays_position_in_sport,factual,Lidi Tasara,Which position does {} play?,Which position does Lidi Tasara play?,clean,,,,0.0,
person_plays_position_in_sport__0088,person_plays_position_in_sport,factual,Rudi Lakuka,Which position does {} play?,Which position does Rudi Lakuka play?,clean,,,,0.0,
person_plays_position_in_sport__0089,person_plays_position_in_sport,factual,Kuso Dukoli,Which position does {} play?,Which position does Kuso Dukoli play?,clean,,,,0.0,
person_plays_position_in_sport__0090,person_plays_position_in_sport,factual,Kade Kotada,Which position does {} play?,Which position does Kade Kotada play?,clean,,,,0.0,
person_plays_position_in_sport__0091,person_plays_position_in_sport,factual,Buki Bodula,Which position does {} play?,Which position does Buki Bodula play?,clean,,,,0.0,
person_plays_position_in_sport__0092,person_plays_position_in_sport,factual,Saso Ririro,Which position does {} play?,Which position does Saso Ririro play?,clean,,,,0.0,
person_plays_position_in_sport__0093,person_plays_position_in_sport,factual,Kelo Radira,Which position does {} play?,Which position does Kelo Radira play?,clean,,,,0.0,
person_plays_position_in_sport__0094,person_plays_position_in_sport,factual,Tede Basobe,Which position does {} play?,Which position does Tede Basobe play?,clean,,,,0.0,
person_plays_position_in_sport__0095,person_plays_position_in_sport,factual,Saba Rilore,Which position does {} play?,Which position does Saba Rilore play?,clean,,,,0.0,
person_plays_position_in_sport__0096,person_plays_position_in_sport,factual,Kika Sibudu,Which position does {} play?,Which position does Kika Sibudu play?,clean,,,,0.0,
person_plays_position_in_sport__0097,person_plays_position_in_sport,factual,Lebi Roberu,Which position does {} play?,Which position does Lebi Roberu play?,clean,,,,0.0,
person_plays_position_in_sport__0098,person_plays_position_in_sport,factual,Basi Disuba,Which position does {} play?,Which position does Basi Disuba play?,clean,,,,0.0,
person_plays_position_in_sport__0099,person_plays_position_in_sport,factual,Baki Dirali,Which position does {} play?,Which position does Baki Dirali play?,clean,,,,0.0,
person_plays_position_in_sport__0100,person_plays_position_in_sport,factual,Kiku Sibale,Which position does {} play?,Which position does Kiku Sibale play?,clean,,,,0.0,
person_plays_position_in_sport__0101,person_plays_position_in_sport,factual,Leta Rodala,Which position does {} play?,Which position does Leta Rodala play?,clean,,,,0.0,
person_plays_position_in_sport__0102,person_plays_position_in_sport,factual,Kuro Dukate,Which position does {} play?,Which position does Kuro Dukate play?,clean,,,,0.0,
person_plays_position_in_sport__0103,person_plays_position_in_sport,factual,Loke Dakero,Which position does {} play?,Which position does Loke Dakero play?,clean,,,,0.0,
person_plays_position_in_sport__0104,person_plays_position_in_sport,factual,Sabu Rikute,Which position does {} play?,Which position does Sabu Rikute play?,clean,,,,0.0,
person_plays_position_in_sport__0105,person_plays_position_in_sport,factual,Sale Ribiko,Which position does {} play?,Which position does Sale Ribiko play?,clean,,,,0.0,
person_plays_position_in_sport__0106,person_plays_position_in_sport,factual,Sobe Kesase,Which position does {} play?,Which position does Sobe Kesase play?,clean,,,,0.0,
person_plays_position_in_sport__0107,person_plays_position_in_sport,factual,Tadi Sakola,Which position does {} play?,Which position does Tadi Sakola play?,clean,,,,0.0,
person_plays_position_in_sport__0108,person_plays_position_in_sport,factual,Doli Tebada,Which position does {} play?,Which position does Doli Tebada play?,clean,,,,0.0,
person_plays_position_in_sport__0109,person_plays_position_in_sport,factual,Rola Dolite,Which position does {} play?,Which position does Rola Dolite play?,clean,,,,0.0,
person_plays_position_in_sport__0110,person_plays_position_in_sport,factual,Teke Batelu,Which position does {} play?,Which position does Teke Batelu play?,clean,,,,0.0,
person_plays_position_in_sport__0111,person_plays_position_in_sport,factual,Sasi Rilalo,Which position does {} play?,Which position does Sasi Rilalo play?,clean,,,,0.0,
person_plays_position_in_sport__0112,person_plays_position_in_sport,factual,Bisi Redile,Which position does {} play?,Which position does Bisi Redile play?,clean,,,,0.0,
person_plays_position_in_sport__0113,person_plays_position_in_sport,factual,Lobo Daludu,Which position does {} play?,Which position does Lobo Daludu play?,clean,,,,0.0,
person_plays_position_in_sport__0114,person_plays_position_in_sport,factual,Lari Lerute,Which position does {} play?,Which position does Lari Lerute play?,clean,,,,0.0,
person_plays_position_in_sport__0115,person_plays_position_in_sport,factual,Koda Birole,Which position does {} play?,Which position does Koda Birole play?,clean,,,,0.0,
person_plays_position_in_sport__0116,person_plays_position_in_sport,factual,Buse Bokeba,Which position does {} play?,Which position does Buse Bokeba play?,clean,,,,0.0,
person_plays_position_in_sport__0117,person_plays_position_in_sport,factual,Rura Laduta,Which position does {} play?,Which position does Rura Laduta play?,clean,,,,0.0,
person_plays_position_in_sport__0118,person_plays_position_in_sport,factual,Saki Ridelu,Which position does {} play?,Which position does Saki Ridelu play?,clean,,,,0.0,
person_plays_position_in_sport__0119,person_plays_position_in_sport,factual,Bete Kukuli,Which position does {} play?,Which position does Bete Kukuli play?,clean,,,,0.0,
person_plays_position_in_sport__0120,person_plays_position_in_sport,factual,Busa Boburu,Which position does {} play?,Which position does Busa Boburu play?,clean,,,,0.0,
person_plays_position_in_sport__0121,person_plays_position_in_sport,factual,Kala Kosuku,Which position does {} play?,Which position does Kala Kosuku play?,clean,,,,0.0,
person_plays_position_in_sport__0122,person_plays_position_in_sport,factual,Diso Rurubi,Which position does {} play?,Which position does Diso Rurubi play?,clean,,,,0.0,
person_plays_position_in_sport__0123,person_plays_position_in_sport,factual,Busa Bobure,Which position does {} play?,Which position does Busa Bobure play?,clean,,,,0.0,
person_plays_position_in_sport__0124,person_plays_position_in_sport,factual,Didi Rudaro,Which position does {} play?,Which position does Didi Rudaro play?,clean,,,,0.0,
person_plays_position_in_sport__0125,person_plays_position_in_sport,factual,Resu Sedosa,Which position does {} play?,Which position does Resu Sedosa play?,clean,,,,0.0,
person_plays_position_in_sport__0126,person_plays_position_in_sport,factual,Tesa Babesa,Which position does {} play?,Which position does Tesa Babesa play?,clean,,,,0.0,
person_plays_position_in_sport__0127,person_plays_position_in_sport,factual,Sodo Kekake,Which position does {} play?,Which position does Sodo Kekake play?,clean,,,,0.0,
person_plays_position_in_sport__0128,person_plays_position_in_sport,factual,Seri Subebu,Which position does {} play?,Which position does Seri Subebu play?,clean,,,,0.0,
person_plays_position_in_sport__0129,person_plays_position_in_sport,factual,Doba Teduru,Which position does {} play?,Which position does Doba Teduru play?,clean,,,,0.0,
person_plays_position_in_sport__0130,person_plays_position_in_sport,factual,Dede Lidusu,Which position does {} play?,Which position does Dede Lidusu play?,clean,,,,0.0,
person_plays_position_in_sport__0131,person_plays_position_in_sport,factual,Disu Rutela,Which position does {} play?,Which position does Disu Rutela play?,clean,,,,0.0,
person_plays_position_in_sport__0132,person_plays_position_in_sport,factual,Kuri Dubote,Which position does {} play?,Which position does Kuri Dubote play?,clean,,,,0.0,
person_plays_position_in_sport__0133,person_plays_position_in_sport,factual,Ruta Lalala,Which position does {} play?,Which position does Ruta Lalala play?,clean,,,,0.0,
person_plays_position_in_sport__0134,person_plays_position_in_sport,factual,Biki Retate,Which position does {} play?,Which position does Biki Retate play?,clean,,,,0.0,
person_plays_position_in_sport__0135,person_plays_position_in_sport,factual,Tero Baluka,Which position does {} play?,Which position does Tero Baluka play?,clean,,,,0.0,
person_plays_position_in_sport__0136,person_plays_position_in_sport,factual,Lera Rotebo,Which position does {} play?,Which position does Lera Rotebo play?,clean,,,,0.0,
person_plays_position_in_sport__0137,person_plays_position_in_sport,factual,Lila Talire,Which position does {} play?,Which position does Lila Talire play?,clean,,,,0.0,
person_plays_position_in_sport__0138,person_plays_position_in_sport,factual,Deli Liriku,Which position does {} play?,Which position does Deli Liriku play?,clean,,,,0.0,
person_plays_position_in_sport__0139,person_plays_position_in_sport,factual,Bobe Soderi,Which position does {} play?,Which position does Bobe Soderi play?,clean,,,,0.0,
person_plays_position_in_sport__0140,person_plays_position_in_sport,factual,Sebo Susoda,Which position does {} play?,Which position does Sebo Susoda play?,clean,,,,0.0,
person_plays_position_in_sport__0141,person_plays_position_in_sport,factual,Teso Bariku,Which position does {} play?,Which position does Teso Bariku play?,clean,,,,0.0,
person_plays_position_in_sport__0142,person_plays_position_in_sport,factual,Rala Lulika,Which position does {} play?,Which position does Rala Lulika play?,clean,,,,0.0,
person_plays_position_in_sport__0143,person_plays_position_in_sport,factual,Doku Tekeki,Which position does {} play?,Which position does Doku Tekeki play?,clean,,,,0.0,
person_plays_position_in_sport__0144,person_plays_position_in_sport,factual,Losu Daduri,Which position does {} play?,Which position does Losu Daduri play?,clean,,,,0.0,
person_plays_position_in_sport__0145,person_plays_position_in_sport,factual,Buri Bolaku,Which position does {} play?,Which position does Buri Bolaku play?,clean,,,,0.0,
person_plays_position_in_sport__0146,person_plays_position_in_sport,factual,Bira Reriri,Which position does {} play?,Which position does Bira Reriri play?,clean,,,,0.0,
person_plays_position_in_sport__0147,person_plays_position_in_sport,factual,Kole Bibude,Which position does {} play?,Which position does Kole Bibude play?,clean,,,,0.0,
person_plays_position_in_sport__0148,person_plays_position_in_sport,factual,Sude Lolibi,Which position does {} play?,Which position does Sude Lolibi play?,clean,,,,0.0,
person_plays_position_in_sport__0149,person_plays_position_in_sport,factual,Libu Tabudi,Which position does {} play?,Which position does Libu Tabudi play?,clean,,,,0.0,
person_plays_position_in_sport__0150,person_plays_position_in_sport,factual,Doro Tekaro,Which position does {} play?,Which position does Doro Tekaro play?,clean,,,,0.0,
person_plays_position_in_sport__0151,person_plays_position_in_sport,factual,Bobe Sodedu,Which position does {} play?,Which position does Bobe Sodedu play?,clean,,,,0.0,
person_plays_position_in_sport__0152,person_plays_position_in_sport,factual,Telo Baledu,Which position does {} play?,Which position does Telo Baledu play?,clean,,,,0.0,
person_plays_position_in_sport__0153,person_plays_position_in_sport,factual,Lake Lekeku,Which position does {} play?,Which position does Lake Lekeku play?,clean,,,,0.0,
person_plays_position_in_sport__0154,person_plays_position_in_sport,factual,Lule Kiboka,Which position does {} play?,Which position does Lule Kiboka play?,clean,,,,0.0,
person_plays_position_in_sport__0155,person_plays_position_in_sport,factual,Leda Rorili,Which position does {} play?,Which position does Leda Rorili play?,clean,,,,0.0,
person_plays_position_in_sport__0156,person_plays_position_in_sport,factual,Kibu Siseso,Which position does {} play?,Which position does Kibu Siseso play?,clean,,,,0.0,
person_plays_position_in_sport__0157,person_plays_position_in_sport,factual,Rose Dotako,Which position does {} play?,Which position does Rose Dotako play?,clean,,,,0.0,
person_plays_position_in_sport__0158,person_plays_position_in_sport,factual,Roda Dokela,Which position does {} play?,Which position does Roda Dokela play?,clean,,,,0.0,
person_plays_position_in_sport__0159,person_plays_position_in_sport,factual,Kado Kokise,Which position does {} play?,Which position does Kado Kokise play?,clean,,,,0.0,
person_plays_position_in_sport__0160,person_plays_position_in_sport,factual,Bebo Kukali,Which position does {} play?,Which position does Bebo Kukali play?,clean,,,,0.0,
person_plays_position_in_sport__0161,person_plays_position_in_sport,factual,Dolo Tediba,Which position does {} play?,Which position does Dolo Tediba play?,clean,,,,0.0,
person_plays_position_in_sport__0162,person_plays_position_in_sport,factual,Sari Rikida,Which position does {} play?,Which position does Sari Rikida play?,clean,,,,0.0,
person_plays_position_in_sport__0163,person_plays_position_in_sport,factual,Kodo Bikile,Which position does {} play?,Which position does Kodo Bikile play?,clean,,,,0.0,
person_plays_position_in_sport__0164,person_plays_position_in_sport,factual,Duka Dedari,Which position does {} play?,Which position does Duka Dedari play?,clean,,,,0.0,
person_plays_position_in_sport__0165,person_plays_position_in_sport,factual,Bure Bodole,Which position does {} play?,Which position does Bure Bodole play?,clean,,,,0.0,
person_plays_position_in_sport__0166,person_plays_position_in_sport,factual,Suba Lodido,Which position does {} play?,Which position does Suba Lodido play?,clean,,,,0.0,
person_plays_position_in_sport__0167,person_plays_position_in_sport,factual,Sare Ridali,Which position does {} play?,Which position does Sare Ridali play?,clean,,,,0.0,
person_plays_position_in_sport__0168,person_plays_position_in_sport,factual,Dole Tesasu,Which position does {} play?,Which position does Dole Tesasu play?,clean,,,,0.0,
person_plays_position_in_sport__0169,person_plays_position_in_sport,factual,Soli Kedusi,Which position does {} play?,Which position does Soli Kedusi play?,clean,,,,0.0,
person_plays_position_in_sport__0170,person_plays_position_in_sport,factual,Rile Bebolo,Which position does {} play?,Which position does Rile Bebolo play?,clean,,,,0.0,
person_plays_position_in_sport__0171,person_plays_position_in_sport,factual,Kaku Koriku,Which position does {} play?,Which position does Kaku Koriku play?,clean,,,,0.0,
person_plays_position_in_sport__0172,person_plays_position_in_sport,factual,Kila Sidike,Which position does {} play?,Which position does Kila Sidike play?,clean,,,,0.0,
person_plays_position_in_sport__0173,person_plays_position_in_sport,factual,Riru Besida,Which position does {} play?,Which position does Riru Besida play?,clean,,,,0.0,
person_plays_position_in_sport__0174,person_plays_position_in_sport,factual,Keko Rabure,Which position does {} play?,Which position does Keko Rabure play?,clean,,,,0.0,
person_plays_position_in_sport__0175,person_plays_position_in_sport,factual,Subo Losodu,Which position does {} play?,Which position does Subo Losodu play?,clean,,,,0.0,
person_plays_position_in_sport__0176,person_plays_position_in_sport,factual,Sika Buboro,Which position does {} play?,Which position does Sika Buboro play?,clean,,,,0.0,
person_plays_position_in_sport__0177,person_plays_position_in_sport,factual,Keru Raliku,Which position does {} play?,Which position does Keru Raliku play?,clean,,,,0.0,
person_plays_position_in_sport__0178,person_plays_position_in_sport,factual,Lire Tasibu,Which position does {} play?,Which position does Lire Tasibu play?,clean,,,,0.0,
person_plays_position_in_sport__0179,person_plays_position_in_sport,factual,Tadu Sasibo,Which position does {} play?,Which position does Tadu Sasibo play?,clean,,,,0.0,
person_plays_position_in_sport__0180,person_plays_position_in_sport,factual,Bela Kutare,Which position does {} play?,Which position does Bela Kutare play?,clean,,,,0.0,
person_plays_position_in_sport__0181,person_plays_position_in_sport,factual,Sota Kebusi,Which position does {} play?,Which position does Sota Kebusi play?,clean,,,,0.0,
person_plays_position_in_sport__0182,person_plays_position_in_sport,factual,Sido Bureba,Which position does {} play?,Which position does Sido Bureba play?,clean,,,,0.0,
person_plays_position_in_sport__0183,person_plays_position_in_sport,factual,Dolo Tedibi,Which position does {} play?,Which position does Dolo Tedibi play?,clean,,,,0.0,
person_plays_position_in_sport__0184,person_plays_position_in_sport,factual,Diro Rurete,Which position does {} play?,Which position does Diro Rurete play?,clean,,,,0.0,
person_plays_position_in_sport__0185,person_plays_position_in_sport,factual,Sora Ketalu,Which position does {} play?,Which position does Sora Ketalu play?,clean,,,,0.0,
person_plays_position_in_sport__0186,person_plays_position_in_sport,factual,Bore Soloba,Which position does {} play?,Which position does Bore Soloba play?,clean,,,,0.0,
person_plays_position_in_sport__0187,person_plays_position_in_sport,factual,Besi Kulola,Which position does {} play?,Which position does Besi Kulola play?,clean,,,,0.0,wiki_error::RetryError
person_plays_position_in_sport__0188,person_plays_position_in_sport,factual,Kori Bikuda,Which position does {} play?,Which position does Kori Bikuda play?,clean,,,,0.0,
person_plays_position_in_sport__0189,person_plays_position_in_sport,factual,Sidi Bukudo,Which position does {} play?,Which position does Sidi Bukudo play?,clean,,,,0.0,
person_plays_position_in_sport__0190,person_plays_position_in_sport,factual,Doku Tekesu,Which position does {} play?,Which position does Doku Tekesu play?,clean,,,,0.0,
person_plays_position_in_sport__0191,person_plays_position_in_sport,factual,Reru Sedadu,Which position does {} play?,Which position does Reru Sedadu play?,clean,,,,0.0,
person_plays_position_in_sport__0192,person_plays_position_in_sport,factual,Seka Sukobe,Which position does {} play?,Which position does Seka Sukobe play?,clean,,,,0.0,
person_plays_position_in_sport__0193,person_plays_position_in_sport,factual,Bobo Soralo,Which position does {} play?,Which position does Bobo Soralo play?,clean,,,,0.0,
person_plays_position_in_sport__0194,person_plays_position_in_sport,factual,Dire Rudisa,Which position does {} play?,Which position does Dire Rudisa play?,clean,,,,0.0,
person_plays_position_in_sport__0195,person_plays_position_in_sport,factual,Dobu Tedasu,Which position does {} play?,Which position does Dobu Tedasu play?,clean,,,,0.0,
person_plays_position_in_sport__0196,person_plays_position_in_sport,factual,Roro Dodusa,Which position does {} play?,Which position does Roro Dodusa play?,clean,,,,0.0,
person_plays_position_in_sport__0197,person_plays_position_in_sport,factual,Kobi Bibire,Which position does {} play?,Which position does Kobi Bibire play?,clean,,,,0.0,
person_plays_position_in_sport__0198,person_plays_position_in_sport,factual,Keso Rakodi,Which position does {} play?,Which position does Keso Rakodi play?,clean,,,,0.0,
person_plays_position_in_sport__0199,person_plays_position_in_sport,factual,Dubo Derase,Which position does {} play?,Which position does Dubo Derase play?,clean,,,,0.0,
person_plays_pro_sport__0000,person_plays_pro_sport,factual,Keda Rakise,What sport does {} play?,What sport does Keda Rakise play?,clean,,,,0.0,
person_plays_pro_sport__0001,person_plays_pro_sport,factual,Saro Rilula,What sport does {} play?,What sport does Saro Rilula play?,clean,,,,0.0,
person_plays_pro_sport__0002,person_plays_pro_sport,factual,Baba Dibado,What sport does {} play?,What sport does Baba Dibado play?,clean,,,,0.0,
person_plays_pro_sport__0003,person_plays_pro_sport,factual,Ludu Kiloke,What sport does {} play?,What sport does Ludu Kiloke play?,clean,,,,0.0,
person_plays_pro_sport__0004,person_plays_pro_sport,factual,Keki Rasulo,What sport does {} play?,What sport does Keki Rasulo play?,clean,,,,0.0,
person_plays_pro_sport__0005,person_plays_pro_sport,factual,Deda Libibi,What sport does {} play?,What sport does Deda Libibi play?,clean,,,,0.0,
person_plays_pro_sport__0006,person_plays_pro_sport,factual,Salu Riroba,What sport does {} play?,What sport does Salu Riroba play?,clean,,,,0.0,
person_plays_pro_sport__0007,person_plays_pro_sport,factual,Lobo Daluka,What sport does {} play?,What sport does Lobo Daluka play?,clean,,,,0.0,
person_plays_pro_sport__0008,person_plays_pro_sport,factual,Sase Ridole,What sport does {} play?,What sport does Sase Ridole play?,clean,,,,0.0,
person_plays_pro_sport__0009,person_plays_pro_sport,factual,Debo Lirase,What sport does {} play?,What sport does Debo Lirase play?,clean,,,,0.0,
person_plays_pro_sport__0010,person_plays_pro_sport,factual,Kaka Koseko,What sport does {} play?,What sport does Kaka Koseko play?,clean,,,,0.0,
person_plays_pro_sport__0011,person_plays_pro_sport,factual,Bosu Sokada,What sport does {} play?,What sport does Bosu Sokada play?,clean,,,,0.0,
person_plays_pro_sport__0012,person_plays_pro_sport,factual,Sebi Surebo,What sport does {} play?,What sport does Sebi Surebo play?,clean,,,,0.0,
person_plays_pro_sport__0013,person_plays_pro_sport,factual,Suta Losaba,What sport does {} play?,What sport does Suta Losaba play?,clean,,,,0.0,
person_plays_pro_sport__0014,person_plays_pro_sport,factual,Disa Rubosu,What sport does {} play?,What sport does Disa Rubosu play?,clean,,,,0.0,
person_plays_pro_sport__0015,person_plays_pro_sport,factual,Keko Rabula,What sport does {} play?,What sport does Keko Rabula play?,clean,,,,0.0,
person_plays_pro_sport__0016,person_plays_pro_sport,factual,Buru Bosulo,What sport does {} play?,What sport does Buru Bosulo play?,clean,,,,0.0,
person_plays_pro_sport__0017,person_plays_pro_sport,factual,Rute Larire,What sport does {} play?,What sport does Rute Larire play?,clean,,,,0.0,
person_plays_pro_sport__0018,person_plays_pro_sport,factual,Luko Kikuri,What sport does {} play?,What sport does Luko Kikuri play?,clean,,,,0.0,
person_plays_pro_sport__0019,person_plays_pro_sport,factual,Role Dorudu,What sport does {} play?,What sport does Role Dorudu play?,clean,,,,0.0,
person_plays_pro_sport__0020,person_plays_pro_sport,factual,Libu Tabubu,What sport does {} play?,What sport does Libu Tabubu play?,clean,,,,0.0,
person_plays_pro_sport__0021,person_plays_pro_sport,factual,Bula Botado,What sport does {} play?,What sport does Bula Botado play?,clean,,,,0.0,
person_plays_pro_sport__0022,person_plays_pro_sport,factual,Bobo Soraso,What sport does {} play?,What sport does Bobo Soraso play?,clean,,,,0.0,
person_plays_pro_sport__0023,person_plays_pro_sport,factual,Tara Sadosu,What sport does {} play?,What sport does Tara Sadosu play?,clean,,,,0.0,
person_plays_pro_sport__0024,person_plays_pro_sport,factual,Buba Borela,What sport does {} play?,What sport does Buba Borela play?,clean,,,,0.0,
person_plays_pro_sport__0025,person_plays_pro_sport,factual,Leri Rokore,What sport does {} play?,What sport does Leri Rokore play?,clean,,,,0.0,
person_plays_pro_sport__0026,person_plays_pro_sport,factual,Diso Rurude,What sport does {} play?,What sport does Diso Rurude play?,clean,,,,0.0,
person_plays_pro_sport__0027,person_plays_pro_sport,factual,Rasi Ludale,What sport does {} play?,What sport does Rasi Ludale play?,clean,,,,0.0,
person_plays_pro_sport__0028,person_plays_pro_sport,factual,Rero Setalo,What sport does {} play?,What sport does Rero Setalo play?,clean,,,,0.0,
person_plays_pro_sport__0029,person_plays_pro_sport,factual,Rela Sedeli,What sport does {} play?,What sport does Rela Sedeli play?,clean,,,,0.0,
person_plays_pro_sport__0030,person_plays_pro_sport,factual,Rodi Dosado,What sport does {} play?,What sport does Rodi Dosado play?,clean,,,,0.0,
person_plays_pro_sport__0031,person_plays_pro_sport,factual,Keki Rasura,What sport does {} play?,What sport does Keki Rasura play?,clean,,,,0.0,
person_plays_pro_sport__0032,person_plays_pro_sport,factual,Redi Sekule,What sport does {} play?,What sport does Redi Sekule play?,clean,,,,0.0,
person_plays_pro_sport__0033,person_plays_pro_sport,factual,Kida Siberu,What sport does {} play?,What sport does Kida Siberu play?,clean,,,,0.0,
person_plays_pro_sport__0034,person_plays_pro_sport,factual,Seri Subebu,What sport does {} play?,What sport does Seri Subebu play?,clean,,,,0.0,
person_plays_pro_sport__0035,person_plays_pro_sport,factual,Suru Lolari,What sport does {} play?,What sport does Suru Lolari play?,clean,,,,0.0,
person_plays_pro_sport__0036,person_plays_pro_sport,factual,Suru Lolalo,What sport does {} play?,What sport does Suru Lolalo play?,clean,,,,0.0,
person_plays_pro_sport__0037,person_plays_pro_sport,factual,Lako Lesadu,What sport does {} play?,What sport does Lako Lesadu play?,clean,,,,0.0,
person_plays_pro_sport__0038,person_plays_pro_sport,factual,Rolu Dokosu,What sport does {} play?,What sport does Rolu Dokosu play?,clean,,,,0.0,
person_plays_pro_sport__0039,person_plays_pro_sport,factual,Kasu Kotedi,What sport does {} play?,What sport does Kasu Kotedi play?,clean,,,,0.0,
person_plays_pro_sport__0040,person_plays_pro_sport,factual,Sali Riduli,What sport does {} play?,What sport does Sali Riduli play?,clean,,,,0.0,
person_plays_pro_sport__0041,person_plays_pro_sport,factual,Bula Botata,What sport does {} play?,What sport does Bula Botata play?,clean,,,,0.0,
person_plays_pro_sport__0042,person_plays_pro_sport,factual,Seri Subedo,What sport does {} play?,What sport does Seri Subedo play?,clean,,,,0.0,
person_plays_pro_sport__0043,person_plays_pro_sport,factual,Lesu Rotadi,What sport does {} play?,What sport does Lesu Rotadi play?,clean,,,,0.0,
person_plays_pro_sport__0044,person_plays_pro_sport,factual,Kulo Dudike,What sport does {} play?,What sport does Kulo Dudike play?,clean,,,,0.0,
person_plays_pro_sport__0045,person_plays_pro_sport,factual,Teko Bakote,What sport does {} play?,What sport does Teko Bakote play?,clean,,,,0.0,
person_plays_pro_sport__0046,person_plays_pro_sport,factual,Susa Loridi,What sport does {} play?,What sport does Susa Loridi play?,clean,,,,0.0,
person_plays_pro_sport__0047,person_plays_pro_sport,factual,Seka Sukota,What sport does {} play?,What sport does Seka Sukota play?,clean,,,,0.0,
person_plays_pro_sport__0048,person_plays_pro_sport,factual,Tara Sadodo,What sport does {} play?,What sport does Tara Sadodo play?,clean,,,,0.0,
person_plays_pro_sport__0049,person_plays_pro_sport,factual,Soba Kelobu,What sport does {} play?,What sport does Soba Kelobu play?,clean,,,,0.0,
person_plays_pro_sport__0050,person_plays_pro_sport,factual,Ruba Lasubi,What sport does {} play?,What sport does Ruba Lasubi play?,clean,,,,0.0,
person_plays_pro_sport__0051,person_plays_pro_sport,factual,Belu Kusede,What sport does {} play?,What sport does Belu Kusede play?,clean,,,,0.0,
person_plays_pro_sport__0052,person_plays_pro_sport,factual,Tela Basisi,What sport does {} play?,What sport does Tela Basisi play?,clean,,,,0.0,
person_plays_pro_sport__0053,person_plays_pro_sport,factual,Luta Kidala,What sport does {} play?,What sport does Luta Kidala play?,clean,,,,0.0,
person_plays_pro_sport__0054,person_plays_pro_sport,factual,Dire Rudisi,What sport does {} play?,What sport does Dire Rudisi play?,clean,,,,0.0,
person_plays_pro_sport__0055,person_plays_pro_sport,factual,Bela Kutasi,What sport does {} play?,What sport does Bela Kutasi play?,clean,,,,0.0,
person_plays_pro_sport__0056,person_plays_pro_sport,factual,Bira Rerise,What sport does {} play?,What sport does Bira Rerise play?,clean,,,,0.0,
person_plays_pro_sport__0057,person_plays_pro_sport,factual,Lite Tabedi,What sport does {} play?,What sport does Lite Tabedi play?,clean,,,,0.0,
person_plays_pro_sport__0058,person_plays_pro_sport,factual,Kuba Duduka,What sport does {} play?,What sport does Kuba Duduka play?,clean,,,,0.0,
person_plays_pro_sport__0059,person_plays_pro_sport,factual,Kabe Kosibo,What sport does {} play?,What sport does Kabe Kosibo play?,clean,,,,0.0,
person_plays_pro_sport__0060,person_plays_pro_sport,factual,Ludu Kilodi,What sport does {} play?,What sport does Ludu Kilodi play?,clean,,,,0.0,
person_plays_pro_sport__0061,person_plays_pro_sport,factual,Bote Soruki,What sport does {} play?,What sport does Bote Soruki play?,clean,,,,0.0,
person_plays_pro_sport__0062,person_plays_pro_sport,factual,Ruro Lataro,What sport does {} play?,What sport does Ruro Lataro play?,clean,,,,0.0,
person_plays_pro_sport__0063,person_plays_pro_sport,factual,Boli Soribu,What sport does {} play?,What sport does Boli Soribu play?,clean,,,,0.0,
person_plays_pro_sport__0064,person_plays_pro_sport,factual,Bude Boteka,What sport does {} play?,What sport does Bude Boteka play?,clean,,,,0.0,
person_plays_pro_sport__0065,person_plays_pro_sport,factual,Kubo Dutaki,What sport does {} play?,What sport does Kubo Dutaki play?,clean,,,,0.0,
person_plays_pro_sport__0066,person_plays_pro_sport,factual,Keta Rasila,What sport does {} play?,What sport does Keta Rasila play?,clean,,,,0.0,
person_plays_pro_sport__0067,person_plays_pro_sport,factual,Rake Lurese,What sport does {} play?,What sport does Rake Lurese play?,clean,,,,0.0,
person_plays_pro_sport__0068,person_plays_pro_sport,factual,Babu Disodo,What sport does {} play?,What sport does Babu Disodo play?,clean,,,,0.0,
person_plays_pro_sport__0069,person_plays_pro_sport,factual,Rolo Dodeda,What sport does {} play?,What sport does Rolo Dodeda play?,clean,,,,0.0,
person_plays_pro_sport__0070,person_plays_pro_sport,factual,Rile Beboli,What sport does {} play?,What sport does Rile Beboli play?,clean,,,,0.0,
