subject,n_prompts,relation_keys,norm_subject,verdict,exact_hits,best_source,best_candidate,best_score,best_desc,wiki_exact_titles,wiki_search_titles,n_wikidata_hits
Kobo Biduba,1,person_mother,kobobiduba,clean,,,,0.0,,,,0
Kobo Biduri,1,person_occupation,kobobiduri,clean,,,,0.0,,,,0
Kobo Biduse,1,person_occupation,kobobiduse,clean,,,,0.0,,,,0
Kobo-21677,1,star_constellation,kobo21677,clean,,,,0.0,,,,0
Koburo Systems,1,company_ceo,koburosystems,clean,,,,0.0,,,,0
Kobuse Bridge,1,landmark_on_continent,kobusebridge,clean,,,,0.0,,,,0
Koda Birobi,1,person_plays_instrument,kodabirobi,clean,,,,0.0,,,,0
Koda Birole,1,person_plays_position_in_sport,kodabirole,clean,,,,0.0,,,,0
Koda Biroli,1,person_occupation,kodabiroli,clean,,,,0.0,,,,0
Kodaku Toolkit,1,product_by_company,kodakutoolkit,clean,,,,0.0,,,,0
Kodaru Systems,1,company_hq,kodarusystems,clean,,,,0.0,,,,0
Kode Bitaki,1,person_mother,kodebitaki,clean,,,,0.0,,,,0
Kodedu Park,1,landmark_in_country,kodedupark,clean,,,,0.0,,,,0
Kodi Bidako,1,person_occupation,kodibidako,clean,,,,0.0,,,,0
Kodi Bidaku,1,person_university,kodibidaku,clean,,,,0.0,,,,0
Kodi Bidaru,1,person_occupation,kodibidaru,clean,,,,0.0,,,,0
Kodidu Plaza,1,landmark_on_continent,kodiduplaza,clean,,,,0.0,,,,0
Kodilo Device,1,product_by_company,kodilodevice,clean,,,,0.0,,,,0
Kodo Bikido,1,person_plays_pro_sport,kodobikido,clean,,,,0.0,,,,0
Kodo Bikile,1,person_plays_position_in_sport,kodobikile,clean,,,,0.0,,,,0
Kodo-95597,1,star_constellation,kodo95597,clean,,,,0.0,,,,0
Kodosu Monument,1,landmark_in_country,kodosumonument,clean,,,,0.0,,,,0
Kodu Bilule,1,person_university,kodubilule,clean,,,,0.0,,,,0
Kodudo Suite,1,product_by_company,kodudosuite,clean,,,,0.0,,,,0
Koduru Platform,1,product_by_company,koduruplatform,clean,,,,0.0,,,,0
Koka Bisedi,1,person_occupation,kokabisedi,clean,,,,0.0,,,,0
Koka-56077,1,star_constellation,koka56077,clean,,,,0.0,,,,0
Kokala Plaza,1,landmark_in_country,kokalaplaza,clean,,,,0.0,,,,0
Koke Bibebu,1,person_father,kokebibebu,clean,,,,0.0,,,,0
Koke Bibele,1,person_plays_position_in_sport,kokebibele,clean,,,,0.0,,,,0
Kokisa Platform,1,product_by_company,kokisaplatform,clean,,,,0.0,,,,0
Kokisu Labs,1,company_hq,kokisulabs,clean,,,,0.0,,,,0
Koko Bilaru,1,person_plays_instrument,kokobilaru,clean,,,,0.0,,,,0
Koko Bilaso,1,person_occupation,kokobilaso,clean,,,,0.0,,,,0
Koko-19693,1,star_constellation,koko19693,clean,,,,0.0,,,,0
Koku Birida,1,person_plays_pro_sport,kokubirida,clean,,,,0.0,,,,0
Kokuso Engine,1,product_by_company,kokusoengine,clean,,,,0.0,,,,0
Kole Bibude,1,person_plays_position_in_sport,kolebibude,clean,,,,0.0,,,,0
Kole Bibudi,1,person_father,kolebibudi,clean,,,,0.0,,,,0
Kole Bibusu,1,person_mother,kolebibusu,clean,,,,0.0,,,,0
Koli Bikebi,1,person_plays_instrument,kolibikebi,clean,,,,0.0,,,,0
Koli Bikedu,1,person_university,kolibikedu,clean,,,,0.0,,,,0
Kolo Bilosi,1,person_university,kolobilosi,clean,,,,0.0,,,,0
Kolo Bilota,1,person_plays_pro_sport,kolobilota,clean,,,,0.0,,,,0
Kolo-34765,1,star_constellation,kolo34765,clean,,,,0.0,,,,0
Kolu Bisabo,1,person_father,kolubisabo,clean,,,,0.0,,,,0
Korari Device,1,product_by_company,koraridevice,clean,,,,0.0,,,,0
Kore Bidiru,1,person_plays_pro_sport,korebidiru,clean,,,,0.0,,,,0
Kori Bikuda,1,person_plays_position_in_sport,koribikuda,clean,,,,0.0,,,,0
Kori Bikuru,1,person_occupation,koribikuru,clean,,,,0.0,,,,0
Kori-05005,1,star_constellation,kori05005,clean,,,,0.0,,,,0
Koridi Technologies,1,company_ceo,koriditechnologies,clean,,,,0.0,,,,0
Koro Birela,1,person_occupation,korobirela,clean,,,,0.0,,,,0
Koro Biresi,1,person_occupation,korobiresi,clean,,,,0.0,,,,0
Korula Bridge,1,landmark_on_continent,korulabridge,clean,,,,0.0,,,,0
Kosa Bibobu,1,person_plays_instrument,kosabibobu,clean,,,,0.0,,,,0
Kosa Bibosi,1,person_father,kosabibosi,clean,,,,0.0,,,,0
Kosale Toolkit,1,product_by_company,kosaletoolkit,clean,,,,0.0,,,,0
Kosi Bililu,1,person_plays_position_in_sport,kosibililu,clean,,,,0.0,,,,0
Kosiki Bridge,1,landmark_on_continent,kosikibridge,clean,,,,0.0,,,,0
Koso Birula,1,person_plays_instrument,kosobirula,clean,,,,0.0,,,,0
Kosose Park,1,landmark_in_country,kososepark,clean,,,,0.0,,,,0
Kosu Biteda,1,person_university,kosubiteda,clean,,,,0.0,,,,0
Kosu Bitedo,1,person_occupation,kosubitedo,clean,,,,0.0,,,,0
Kosu Bitero,1,person_plays_instrument,kosubitero,clean,,,,0.0,,,,0
Kosusi Group,1,company_hq,kosusigroup,clean,,,,0.0,,,,0
Kota Bidesa,1,person_plays_instrument,kotabidesa,clean,,,,0.0,,,,0
Kotasi Bridge,1,landmark_in_country,kotasibridge,clean,,,,0.0,,,,0
Kotate Platform,1,product_by_company,kotateplatform,clean,,,,0.0,,,,0
Kote Bikoli,1,person_occupation,kotebikoli,clean,,,,0.0,,,,0
Kote Bikori,1,person_plays_instrument,kotebikori,clean,,,,0.0,,,,0
Kote-75213,1,star_constellation,kote75213,clean,,,,0.0,,,,0
Koteke Engine,1,product_by_company,kotekeengine,clean,,,,0.0,,,,0
Kuba Dudubu,1,person_occupation,kubadudubu,clean,,,,0.0,,,,0
Kuba Dududa,1,person_plays_position_in_sport,kubadududa,clean,,,,0.0,,,,0
Kuba Dududi,1,person_university,kubadududi,clean,,,,0.0,,,,0
Kuba Duduka,1,person_plays_pro_sport,kubaduduka,clean,,,,0.0,,,,0
Kuba Dudura,1,person_university,kubadudura,clean,,,,0.0,,,,0
Kube Duleri,1,person_father,kubeduleri,clean,,,,0.0,,,,0
Kubi Durodi,1,person_father,kubidurodi,clean,,,,0.0,,,,0
Kubi Durosi,1,person_plays_position_in_sport,kubidurosi,clean,,,,0.0,,,,0
Kubisa App,1,product_by_company,kubisaapp,clean,,,,0.0,,,,0
Kubo Dutaki,1,person_plays_pro_sport,kubodutaki,clean,,,,0.0,,,,0
Kubo Dutale,1,person_occupation,kubodutale,clean,,,,0.0,,,,0
Kubo Dutalu,1,person_plays_instrument,kubodutalu,clean,,,,0.0,,,,0
Kuda Dukibu,1,person_mother,kudadukibu,clean,,,,0.0,,,,0
Kuda Dukido,1,person_plays_instrument,kudadukido,clean,,,,0.0,,,,0
Kudo Duberi,1,person_plays_instrument,kudoduberi,clean,,,,0.0,,,,0
Kudo-48078,1,star_constellation,kudo48078,clean,,,,0.0,,,,0
Kuduku Park,1,landmark_on_continent,kudukupark,clean,,,,0.0,,,,0
Kudura Device,1,product_by_company,kuduradevice,clean,,,,0.0,,,,0
Kuduri Corp,1,company_hq,kuduricorp,clean,,,,0.0,,,,0
Kuke Durisu,1,person_plays_instrument,kukedurisu,clean,,,,0.0,,,,0
Kukebu Suite,1,product_by_company,kukebusuite,clean,,,,0.0,,,,0
Kukiso Group,1,company_ceo,kukisogroup,clean,,,,0.0,,,,0
Kukose Hall,1,landmark_on_continent,kukosehall,clean,,,,0.0,,,,0
Kuku Dukera,1,person_mother,kukudukera,clean,,,,0.0,,,,0
Kukuri Tower,1,landmark_on_continent,kukuritower,clean,,,,0.0,,,,0
Kule Dusako,1,person_occupation,kuledusako,clean,,,,0.0,,,,0
Kule Dusalo,1,person_plays_instrument,kuledusalo,clean,,,,0.0,,,,0
Kuleli Engine,1,product_by_company,kuleliengine,clean,,,,0.0,,,,0
Kuli Dubadi,1,person_mother,kulidubadi,clean,,,,0.0,,,,0
Kulo Dudidi,1,person_university,kulodudidi,clean,,,,0.0,,,,0
Kulo Dudido,1,person_father,kulodudido,clean,,,,0.0,,,,0
Kulo Dudike,1,person_plays_pro_sport,kulodudike,clean,,,,0.0,,,,0
Kulo Dudiri,1,person_father,kulodudiri,clean,,,,0.0,,,,0
Kulodi Partners,1,company_hq,kulodipartners,clean,,,,0.0,,,,0
Kulosu Systems,1,company_hq,kulosusystems,clean,,,,0.0,,,,0
Kulu Dukuse,1,person_occupation,kuludukuse,clean,,,,0.0,,,,0
Kulubu Plaza,1,landmark_in_country,kulubuplaza,clean,,,,0.0,,,,0
Kura Dureku,2,person_father|person_university,kuradureku,clean,,,,0.0,,,,0
Kura Durela,1,person_plays_instrument,kuradurela,clean,,,,0.0,,,,0
Kura-40974,1,star_constellation,kura40974,clean,,,,0.0,,,,0
Kure Dusobo,1,person_university,kuredusobo,clean,,,,0.0,,,,0
Kure Dusodu,1,person_plays_pro_sport,kuredusodu,clean,,,,0.0,,,,0
Kuri Dubodu,1,person_occupation,kuridubodu,clean,,,,0.0,,,,0
Kuri Duboli,1,person_plays_position_in_sport,kuriduboli,clean,,,,0.0,,,,0
Kuri Dubosi,1,person_occupation,kuridubosi,clean,,,,0.0,,,,0
Kuri Dubote,1,person_plays_position_in_sport,kuridubote,clean,,,,0.0,,,,0
Kurido Holdings,1,company_hq,kuridoholdings,clean,,,,0.0,,,,0
Kurila App,1,product_by_company,kurilaapp,clean,,,,0.0,,,,0
Kurisa Labs,1,company_ceo,kurisalabs,clean,,,,0.0,,,,0
Kurisa Toolkit,1,product_by_company,kurisatoolkit,clean,,,,0.0,,,,0
Kuro Dukate,1,person_plays_position_in_sport,kurodukate,clean,,,,0.0,,,,0
Kuruda Tower,1,landmark_in_country,kurudatower,clean,,,,0.0,,,,0
Kusa Duruke,1,person_university,kusaduruke,clean,,,,0.0,,,,0
Kusada Partners,1,company_ceo,kusadapartners,clean,,,,0.0,,,,0
Kusako Technologies,1,company_ceo,kusakotechnologies,clean,,,,0.0,,,,0
Kusalu Plaza,1,landmark_on_continent,kusaluplaza,clean,,,,0.0,,,,0
Kuse Dutelo,1,person_occupation,kusedutelo,clean,,,,0.0,,,,0
Kuse Dutete,1,person_plays_instrument,kusedutete,clean,,,,0.0,,,,0
Kuseru Hall,1,landmark_in_country,kuseruhall,clean,,,,0.0,,,,0
Kusi Dudele,1,person_plays_instrument,kusidudele,clean,,,,0.0,,,,0
Kusi Dudera,1,person_mother,kusidudera,clean,,,,0.0,,,,0
Kusire Toolkit,1,product_by_company,kusiretoolkit,clean,,,,0.0,,,,0
Kusisu Engine,1,product_by_company,kusisuengine,clean,,,,0.0,,,,0
Kuso Dukoko,1,person_mother,kusodukoko,clean,,,,0.0,,,,0
Kuso Dukoli,1,person_plays_position_in_sport,kusodukoli,clean,,,,0.0,,,,0
Kuso Dukosa,1,person_university,kusodukosa,clean,,,,0.0,,,,0
Kusu Duraru,1,person_plays_instrument,kusuduraru,clean,,,,0.0,,,,0
Kuta-90542,1,star_constellation,kuta90542,clean,,,,0.0,,,,0
Kutase Gadget,1,product_by_company,kutasegadget,clean,,,,0.0,,,,0
Kute Dubiso,1,person_mother,kutedubiso,clean,,,,0.0,,,,0
Kuteku Tower,1,landmark_in_country,kutekutower,clean,,,,0.0,,,,0
Laba Letara,1,person_plays_instrument,labaletara,clean,,,,0.0,,,,0
Labado Engine,1,product_by_company,labadoengine,clean,,,,0.0,,,,0
Labi Lekilo,1,person_plays_position_in_sport,labilekilo,clean,,,,0.0,,,,0
Labi Lekire,1,person_university,labilekire,clean,,,,0.0,,,,0
Labi Lekiro,1,person_father,labilekiro,clean,,,,0.0,,,,0
Labi Lekisu,1,person_university,labilekisu,clean,,,,0.0,,,,0
Labiri Corp,1,company_hq,labiricorp,clean,,,,0.0,,,,0
Labota App,1,product_by_company,labotaapp,clean,,,,0.0,,,,0
Labu Lesera,1,person_father,labulesera,clean,,,,0.0,,,,0
Labubo Technologies,1,company_hq,labubotechnologies,clean,,,,0.0,,,,0
Lada Lebeki,1,person_occupation,ladalebeki,clean,,,,0.0,,,,0
Lada-93839,1,star_constellation,lada93839,clean,,,,0.0,,,,0
Ladala Park,1,landmark_in_country,ladalapark,clean,,,,0.0,,,,0
Lade Ledodi,1,person_plays_instrument,ladeledodi,clean,,,,0.0,,,,0
Lade Ledoku,1,person_university,ladeledoku,clean,,,,0.0,,,,0
Ladelo Park,1,landmark_on_continent,ladelopark,clean,,,,0.0,,,,0
Ladi Lelabi,1,person_plays_pro_sport,ladilelabi,clean,,,,0.0,,,,0
Ladi Lelado,1,person_plays_instrument,ladilelado,clean,,,,0.0,,,,0
Ladi Lelalo,2,person_mother|person_university,ladilelalo,clean,,,,0.0,,,,0
Ladiku Platform,1,product_by_company,ladikuplatform,clean,,,,0.0,,,,0
Ladiru Partners,1,company_hq,ladirupartners,clean,,,,0.0,,,,0
Lado Lerila,1,person_plays_instrument,ladolerila,clean,,,,0.0,,,,0
Ladoki Plaza,1,landmark_in_country,ladokiplaza,clean,,,,0.0,,,,0
Ladora Group,1,company_hq,ladoragroup,clean,,,,0.0,,,,0
Ladori Holdings,1,company_ceo,ladoriholdings,clean,,,,0.0,,,,0
Ladu Lesuka,1,person_university,ladulesuka,clean,,,,0.0,,,,0
Ladu-50255,1,star_constellation,ladu50255,clean,,,,0.0,,,,0
Lakate Corp,1,company_hq,lakatecorp,clean,,,,0.0,,,,0
Lake Lekeku,1,person_plays_position_in_sport,lakelekeku,clean,,,,0.0,,,,0
Laki Lelosi,1,person_mother,lakilelosi,clean,,,,0.0,,,,0
Lakibi Museum,1,landmark_on_continent,lakibimuseum,clean,,,,0.0,,,,0
Lako Lesabo,1,person_father,lakolesabo,clean,,,,0.0,,,,0
Lako Lesadu,1,person_plays_pro_sport,lakolesadu,clean,,,,0.0,,,,0
Lako Lesare,1,person_mother,lakolesare,clean,,,,0.0,,,,0
Lakoko Labs,1,company_hq,lakokolabs,clean,,,,0.0,,,,0
Lakori Toolkit,1,product_by_company,lakoritoolkit,clean,,,,0.0,,,,0
Laku Lebasi,1,person_mother,lakulebasi,clean,,,,0.0,,,,0
Lala Ledido,1,person_plays_pro_sport,lalaledido,clean,,,,0.0,,,,0
Lala Ledili,1,person_father,lalaledili,clean,,,,0.0,,,,0
Lalaki Tower,1,landmark_on_continent,lalakitower,clean,,,,0.0,,,,0
Lalata Platform,1,product_by_company,lalataplatform,clean,,,,0.0,,,,0
Lale Lekubu,1,person_father,lalelekubu,clean,,,,0.0,,,,0
Lale Lekuku,2,person_plays_instrument,lalelekuku,clean,,,,0.0,,,,0
Lali Lerera,1,person_plays_position_in_sport,lalilerera,clean,,,,0.0,,,,0
Laliso Systems,1,company_hq,lalisosystems,clean,,,,0.0,,,,0
Lalure Holdings,1,company_ceo,lalureholdings,clean,,,,0.0,,,,0
Lara Lekabi,1,person_plays_pro_sport,laralekabi,clean,,,,0.0,,,,0
Lara Lekaru,1,person_occupation,laralekaru,clean,,,,0.0,,,,0
Lara-41903,1,star_constellation,lara41903,clean,,,,0.0,,,,0
Laraki Plaza,1,landmark_on_continent,larakiplaza,clean,,,,0.0,,,,0
Lare Lelili,1,person_plays_instrument,larelelili,clean,,,,0.0,,,,0
Larebe Engine,1,product_by_company,larebeengine,clean,,,,0.0,,,,0
Lareru Toolkit,1,product_by_company,larerutoolkit,clean,,,,0.0,,,,0
Lari Leruda,1,person_university,larileruda,clean,,,,0.0,,,,0
Lari Lerude,1,person_mother,larilerude,clean,,,,0.0,,,,0
Lari Lerura,1,person_plays_pro_sport,larilerura,clean,,,,0.0,,,,0
Lari Leruse,1,person_plays_pro_sport,larileruse,clean,,,,0.0,,,,0
Lari Lerute,1,person_plays_position_in_sport,larilerute,clean,,,,0.0,,,,0
Laribu Systems,1,company_hq,laribusystems,clean,,,,0.0,,,,0
Laro Letero,1,person_university,laroletero,clean,,,,0.0,,,,0
Laroba Plaza,1,landmark_on_continent,larobaplaza,clean,,,,0.0,,,,0
Laru Ledeku,1,person_plays_position_in_sport,laruledeku,clean,,,,0.0,,,,0
Laru Ledere,1,person_father,laruledere,clean,,,,0.0,,,,0
Laruro Monument,1,landmark_in_country,laruromonument,clean,,,,0.0,,,,0
Lasadi Plaza,1,landmark_on_continent,lasadiplaza,clean,,,,0.0,,,,0
Lase Leradu,1,person_father,laseleradu,clean,,,,0.0,,,,0
Lase Leralu,1,person_plays_pro_sport,laseleralu,clean,,,,0.0,,,,0
Lasiso Technologies,1,company_hq,lasisotechnologies,clean,,,,0.0,,,,0
Lasoku Tower,1,landmark_on_continent,lasokutower,clean,,,,0.0,,,,0
Lasu Ledudo,1,person_father,lasuledudo,clean,,,,0.0,,,,0
Lasu Leduke,1,person_occupation,lasuleduke,clean,,,,0.0,,,,0
Lasu Leduli,1,person_mother,lasuleduli,clean,,,,0.0,,,,0
Lata Leleki,1,person_mother,lataleleki,clean,,,,0.0,,,,0
Lata Lelelo,1,person_university,latalelelo,clean,,,,0.0,,,,0
Latake Bridge,1,landmark_on_continent,latakebridge,clean,,,,0.0,,,,0
Late Lerola,1,person_occupation,latelerola,clean,,,,0.0,,,,0
Lateki Group,1,company_ceo,latekigroup,clean,,,,0.0,,,,0
Leba Rolusi,1,person_occupation,lebarolusi,clean,,,,0.0,,,,0
Leba Rolusu,1,person_plays_pro_sport,lebarolusu,clean,,,,0.0,,,,0
Lebe-99504,1,star_constellation,lebe99504,clean,,,,0.0,,,,0
Lebese Corp,1,company_hq,lebesecorp,clean,,,,0.0,,,,0
Lebi Roberu,1,person_plays_position_in_sport,lebiroberu,clean,,,,0.0,,,,0
Lebi-87984,1,star_constellation,lebi87984,clean,,,,0.0,,,,0
Lebili Gadget,1,product_by_company,lebiligadget,clean,,,,0.0,,,,0
Lebore Group,1,company_ceo,leboregroup,clean,,,,0.0,,,,0
Leda Roridu,1,person_university,ledaroridu,clean,,,,0.0,,,,0
Leda Rorili,1,person_plays_position_in_sport,ledarorili,clean,,,,0.0,,,,0
Ledasi Plaza,1,landmark_in_country,ledasiplaza,clean,,,,0.0,,,,0
Ledasu Platform,1,product_by_company,ledasuplatform,clean,,,,0.0,,,,0
Lede Rosuba,1,person_occupation,lederosuba,clean,,,,0.0,,,,0
Ledeku Group,1,company_hq,ledekugroup,clean,,,,0.0,,,,0
Ledelo Plaza,1,landmark_in_country,ledeloplaza,clean,,,,0.0,,,,0
Ledi Robusa,1,person_mother,ledirobusa,clean,,,,0.0,,,,0
Ledido Corp,1,company_hq,ledidocorp,clean,,,,0.0,,,,0
Ledisa Bridge,1,landmark_on_continent,ledisabridge,clean,,,,0.0,,,,0
Ledo Rokesu,1,person_university,ledorokesu,clean,,,,0.0,,,,0
Ledu Rolodi,1,person_university,ledurolodi,clean,,,,0.0,,,,0
Ledu Roloso,1,person_university,leduroloso,clean,,,,0.0,,,,0
Leka Rosaru,1,person_mother,lekarosaru,clean,,,,0.0,,,,0
Lekari Park,1,landmark_in_country,lekaripark,clean,,,,0.0,,,,0
Leki Rodike,1,person_plays_position_in_sport,lekirodike,clean,,,,0.0,,,,0
Leki-46192,1,star_constellation,leki46192,clean,,,,0.0,,,,0
Leko Rokusi,1,person_mother,lekorokusi,clean,,,,0.0,,,,0
Leko Rokute,1,person_plays_instrument,lekorokute,clean,,,,0.0,,,,0
Lekulu Device,1,product_by_company,lekuludevice,clean,,,,0.0,,,,0
Lela Rosodo,1,person_occupation,lelarosodo,clean,,,,0.0,,,,0
Lela Rosoke,1,person_father,lelarosoke,clean,,,,0.0,,,,0
Lelado Labs,1,company_ceo,leladolabs,clean,,,,0.0,,,,0
Lelako App,1,product_by_company,lelakoapp,clean,,,,0.0,,,,0
Lele Roboki,1,person_mother,leleroboki,clean,,,,0.0,,,,0
Lele Robole,1,person_plays_pro_sport,lelerobole,clean,,,,0.0,,,,0
Lele Roboli,1,person_plays_instrument,leleroboli,clean,,,,0.0,,,,0
Leleda Bridge,1,landmark_on_continent,leledabridge,clean,,,,0.0,,,,0
Leli Rokabi,1,person_university,lelirokabi,clean,,,,0.0,,,,0
Lelo Rolidi,1,person_mother,lelorolidi,clean,,,,0.0,,,,0
Lelo Rolido,2,person_plays_position_in_sport,lelorolido,clean,,,,0.0,,,,0
Lelo Roliki,1,person_plays_position_in_sport,leloroliki,clean,,,,0.0,,,,0
Lelo-97584,1,star_constellation,lelo97584,clean,,,,0.0,,,,0
Leloru Gadget,1,product_by_company,lelorugadget,clean,,,,0.0,,,,0
Lelu Roruso,1,person_mother,leluroruso,clean,,,,0.0,,,,0
Lelu Rorusu,1,person_university,lelurorusu,clean,,,,0.0,,,,0
Lera Rotebo,1,person_plays_position_in_sport,lerarotebo,clean,,,,0.0,,,,0
Lera Rotedu,1,person_plays_instrument,lerarotedu,clean,,,,0.0,,,,0
Lerabi Technologies,1,company_hq,lerabitechnologies,clean,,,,0.0,,,,0
Leralu Partners,1,company_hq,leralupartners,clean,,,,0.0,,,,0
Lere Rodebu,1,person_father,lererodebu,clean,,,,0.0,,,,0
Lerelo Partners,1,company_hq,lerelopartners,clean,,,,0.0,,,,0
Leri Rokola,1,person_plays_instrument,lerirokola,clean,,,,0.0,,,,0
Leri Rokore,1,person_plays_pro_sport,lerirokore,clean,,,,0.0,,,,0
Leri Rokosi,1,person_plays_position_in_sport,lerirokosi,clean,,,,0.0,,,,0
Leri Rokote,1,person_father,lerirokote,clean,,,,0.0,,,,0
Lerira Corp,1,company_hq,leriracorp,clean,,,,0.0,,,,0
Lerisi Systems,1,company_ceo,lerisisystems,clean,,,,0.0,,,,0
Lero Rorake,1,person_plays_pro_sport,lerororake,clean,,,,0.0,,,,0
Leru Rosike,1,person_father,lerurosike,clean,,,,0.0,,,,0
Lesa Robisu,1,person_university,lesarobisu,clean,,,,0.0,,,,0
Lesalo Tower,1,landmark_in_country,lesalotower,clean,,,,0.0,,,,0
Lese Rodube,1,person_father,leserodube,clean,,,,0.0,,,,0
Lese Roduki,1,person_university,leseroduki,clean,,,,0.0,,,,0
Lese Rodula,1,person_occupation,leserodula,clean,,,,0.0,,,,0
Lesisu Tower,1,landmark_on_continent,lesisutower,clean,,,,0.0,,,,0
Leso Roroko,1,person_father,lesororoko,clean,,,,0.0,,,,0
Lesoke Tower,1,landmark_in_country,lesoketower,clean,,,,0.0,,,,0
Lesu Rotadi,1,person_plays_pro_sport,lesurotadi,clean,,,,0.0,,,,0
Lesu Rotake,1,person_father,lesurotake,clean,,,,0.0,,,,0
Lesu Rotase,1,person_mother,lesurotase,clean,,,,0.0,,,,0
Lesuko Technologies,1,company_ceo,lesukotechnologies,clean,,,,0.0,,,,0
Lesule Device,1,product_by_company,lesuledevice,clean,,,,0.0,,,,0
Leta Rodala,1,person_plays_position_in_sport,letarodala,clean,,,,0.0,,,,0
Letala Engine,1,product_by_company,letalaengine,clean,,,,0.0,,,,0
Lete Rokilu,1,person_mother,leterokilu,clean,,,,0.0,,,,0
Lete-17584,1,star_constellation,lete17584,clean,,,,0.0,,,,0
Liba Tadobo,1,person_university,libatadobo,clean,,,,0.0,,,,0
Liba Tadodi,1,person_university,libatadodi,clean,,,,0.0,,,,0
Liba Tadosi,1,person_university,libatadosi,clean,,,,0.0,,,,0
Libadu Corp,1,company_ceo,libaducorp,clean,,,,0.0,,,,0
Libela Holdings,1,company_ceo,libelaholdings,clean,,,,0.0,,,,0
Libesi Park,1,landmark_in_country,libesipark,clean,,,,0.0,,,,0
Libo Tasuke,1,person_university,libotasuke,clean,,,,0.0,,,,0
Libo Tasuso,1,person_father,libotasuso,clean,,,,0.0,,,,0
Libo Tasute,1,person_plays_pro_sport,libotasute,clean,,,,0.0,,,,0
Libo-70321,1,star_constellation,libo70321,clean,,,,0.0,,,,0
Libolo Hall,1,landmark_in_country,libolohall,clean,,,,0.0,,,,0
Liboso Partners,1,company_ceo,libosopartners,clean,,,,0.0,,,,0
Libu Tabubu,1,person_plays_pro_sport,libutabubu,clean,,,,0.0,,,,0
Libu Tabudi,1,person_plays_position_in_sport,libutabudi,clean,,,,0.0,,,,0
Libu Tabulu,1,person_mother,libutabulu,clean,,,,0.0,,,,0
Libuta Park,1,landmark_in_country,libutapark,clean,,,,0.0,,,,0
Lide Taloku,1,person_father,lidetaloku,clean,,,,0.0,,,,0
Lide Talola,1,person_father,lidetalola,clean,,,,0.0,,,,0
Lide-49041,1,star_constellation,lide49041,clean,,,,0.0,,,,0
Lidi Tasake,1,person_father,liditasake,clean,,,,0.0,,,,0
Lidi Tasara,1,person_plays_position_in_sport,liditasara,clean,,,,0.0,,,,0
Lidi Tasase,1,person_university,liditasase,clean,,,,0.0,,,,0
Lidiso Partners,1,company_ceo,lidisopartners,clean,,,,0.0,,,,0
Lidite Park,1,landmark_on_continent,liditepark,clean,,,,0.0,,,,0
Lido-87313,1,star_constellation,lido87313,clean,,,,0.0,,,,0
Lidoku Partners,1,company_ceo,lidokupartners,clean,,,,0.0,,,,0
Lidu Tadiba,1,person_plays_position_in_sport,lidutadiba,clean,,,,0.0,,,,0
Lidu Tadira,1,person_father,lidutadira,clean,,,,0.0,,,,0
Liduri Group,1,company_hq,lidurigroup,clean,,,,0.0,,,,0
Lika Takuta,1,person_plays_instrument,likatakuta,clean,,,,0.0,,,,0
Likaba Monument,1,landmark_on_continent,likabamonument,clean,,,,0.0,,,,0
Like Tareba,1,person_university,liketareba,clean,,,,0.0,,,,0
Like Tarela,1,person_plays_position_in_sport,liketarela,clean,,,,0.0,,,,0
Like Tareso,1,person_father,liketareso,clean,,,,0.0,,,,0
Likili Labs,1,company_hq,likililabs,clean,,,,0.0,,,,0
Likire Group,1,company_hq,likiregroup,clean,,,,0.0,,,,0
Likiru Suite,1,product_by_company,likirusuite,clean,,,,0.0,,,,0
Liko Tabosa,1,person_plays_pro_sport,likotabosa,clean,,,,0.0,,,,0
Likolo Device,1,product_by_company,likolodevice,clean,,,,0.0,,,,0
Lila Taliku,1,person_occupation,lilataliku,clean,,,,0.0,,,,0
Lila Talire,1,person_plays_position_in_sport,lilatalire,clean,,,,0.0,,,,0
Lila Taliru,1,person_plays_instrument,lilataliru,clean,,,,0.0,,,,0
Lilelu Monument,1,landmark_in_country,lilelumonument,clean,,,,0.0,,,,0
Lilide Plaza,1,landmark_on_continent,lilideplaza,clean,,,,0.0,,,,0
Lilo-27409,1,star_constellation,lilo27409,clean,,,,0.0,,,,0
Lilosi Technologies,1,company_ceo,lilositechnologies,clean,,,,0.0,,,,0
Lilu Takoka,2,person_mother|person_occupation,lilutakoka,clean,,,,0.0,,,,0
Liluru Park,1,landmark_on_continent,lilurupark,clean,,,,0.0,,,,0
Lira-24369,1,star_constellation,lira24369,clean,,,,0.0,,,,0
Lire Tasibu,1,person_plays_position_in_sport,liretasibu,clean,,,,0.0,,,,0
Lireba Monument,1,landmark_in_country,lirebamonument,clean,,,,0.0,,,,0
Liredi Holdings,1,company_ceo,lirediholdings,clean,,,,0.0,,,,0
Lireka Monument,1,landmark_on_continent,lirekamonument,clean,,,,0.0,,,,0
Liri Tabika,1,person_university,liritabika,clean,,,,0.0,,,,0
Liri Tabisa,1,person_plays_pro_sport,liritabisa,clean,,,,0.0,,,,0
Liro Tadula,1,person_plays_pro_sport,lirotadula,clean,,,,0.0,,,,0
Liro-18929,1,star_constellation,liro18929,clean,,,,0.0,,,,0
Lirodo Labs,1,company_hq,lirodolabs,clean,,,,0.0,,,,0
Lisa Taroro,1,person_occupation,lisataroro,clean,,,,0.0,,,,0
Lisali Platform,1,product_by_company,lisaliplatform,clean,,,,0.0,,,,0
